RUA,CEP,AREA,QUARTOS,BANHEIROS,VAGAS,PRECO
Rua Dona Inácia Uchôa,04110020,154,3,2,2,850000
Penha de França,03606010,85,3,3,1,371000
Rua França,03182070,620,4,3,6,8980000
Brooklin Paulista,04578000,327,4,4,3,2900000
Rua Maestro Chiaffarelli,01432030,450,3,3,4,4600000
Jardim Paulista,01404000,1060,5,3,4,30000000
Rua Décio Reis,05446010,430,3,6,4,4800000
Avenida Diógenes Ribeiro de Lima,05458000,509,5,8,6,5320000
Chácara Inglesa,05142045,236,3,3,1,1200000
City América,05101240,459,4,5,5,1900000
Pinheiros,05187635,130,1,2,1,1880000
Rua Jorge Tibiriçá,04126000,181,4,4,4,1990000
Rua Jarinu,03306000,121,2,1,1,695000
Rua Geórgia,04559010,230,3,2,2,1500000
Vila Madalena,05444015,383,4,3,3,3180000
Rua Araioses,05442010,160,4,4,2,1915000
Rua Ajuricaba,05053020,210,4,7,4,1890000
Rua Belmiro Schunk Zenha,04582040,127,2,1,2,692000
Rua Embaixador Raul Garcia,04127010,111,3,1,2,1100000
Rua Realengo,05451030,127,3,2,2,960000
Rua Sebastião Meira Barros,05889400,138,3,2,4,430000
Rua Silveira Sampaio,05656010,290,4,5,3,2500000
Rua Sócrates Abrahão,05782470,145,3,3,2,768000
Avenida Mauro Marques da Silva,05376030,166,3,2,6,580000
Rua Luís Dib Zogaib,05613020,825,5,4,6,7000000
Rua Silva Prado,05466070,365,5,3,4,3300000
Cidade Jardim,01453000,510,4,5,5,4700000
Ipiranga,01046010,218,3,6,2,980000
Jardim Guedala,05608020,470,4,6,4,3450000
Rua Maria Noschese,04518020,350,3,4,6,3100000
Morumbi,05606010,750,4,5,6,3500000
Rua Doutor José Augusto de Queiroz,05670030,315,4,4,3,2850000
Rua Bahia,08090553,460,6,5,8,5500000
Rua Ibitinga,03186020,225,3,5,3,1650000
Santo Amaro,04745000,133,2,3,2,790000
Rua Duarte Monis Barreto,04641050,600,5,7,6,4800000
Alto de Pinheiros,05462050,298,4,6,4,3200000
Jardim Everest,05601000,700,4,7,10,3000000
Alto de Pinheiros,05462050,400,4,3,3,5000000
Jardim Luzitânia,04030000,250,3,3,3,3400000
Rua Comendador Bichara Moherdauí,05614080,600,3,7,4,4500000
Avenida Morumbi,05606010,480,4,5,6,2800000
Rua Nicolau Barreto,03047010,177,3,3,2,1500000
Rua Ícaro Sydow,05678010,726,4,8,5,3000000
Rua General Pereira da Cunha,05692060,760,5,10,6,12000000
Rua Lázaro Sousa Martins,05033090,195,3,3,3,1300000
Rua Aecri,05453020,285,3,3,2,2700000
Rua Doutor Jesuíno de Abreu,05662010,285,3,5,3,1250000
Rua Manaus,03185040,450,3,2,4,1600000
Vila Londrina,03731050,115,3,3,4,370000
Jardim dos Estados,04642080,438,4,5,4,3200000
Rua Doutor João Neves Neto,05605000,800,4,5,8,6500000
Jardim Guedala,05608020,441,4,7,5,3400000
Rua Jequitai,04083020,274,4,1,2,1350000
Avenida das Magnólias,05674000,1915,4,8,25,25000000
Rua Araporé,05608000,626,4,6,4,4200000
Rua Capote Valente,05409000,180,3,3,2,2200000
Cidade Jardim,01453000,650,4,6,4,7000000
Rua Murupi,05467040,700,5,7,4,6900000
Rua Sílvio Sacramento,05408040,100,3,4,1,1120000
Rua Marcelo Mistrorigo,05652030,450,5,6,4,6300000
Rua Moncorvo Filho,05507060,372,4,3,4,2400000
Rua Marechal Deodoro,04738000,500,3,3,10,6000000
Rua Comandante Lira,05618030,432,5,4,4,2500000
Rua Apinajés,05017000,343,5,6,4,1190000
Rua Doutor Queirós Guimarães,05609000,441,3,5,5,3610000
Boaçava,05469020,440,3,6,4,4250000
Rua Aimberê,05018010,120,3,3,1,1180000
Rua Angatuba,01247000,893,4,5,6,4600000
Rua Marques de Carvalho,03332040,100,3,1,4,850000
Rua Gustavo Teixeira,01236010,300,3,3,6,2700000
Vila Morse,05622015,110,3,3,2,550000
Rua Panamá,01438040,950,4,4,6,26000000
Rua Boquim,05454000,355,4,5,5,2990000
Rua Corgie Assad Abdalla,05622010,529,4,5,6,2000000
Rua Joazeiro,01253030,700,3,4,6,3600000
Rua Escócia,01450000,600,4,4,4,9000000
Rua Alabastro,01531010,129,3,2,3,960000
Rua Gaspar Moreira,05505000,383,3,1,5,4600000
Vila Santa Maria,02561000,250,2,2,3,650000
Rua Jorge Tibiriçá,04126000,175,3,4,4,1650000
Rua Maestro Jordão Bernardino de Sene,04721070,323,3,2,6,2500000
Rua Hilário Magro Junior,05505020,340,3,5,3,2700000
Jardim Leonor,02348170,684,5,9,8,4200000
Rua Doutor Luís Augusto de Queirós Aranha,05453000,136,3,2,2,1500000
Rua Carangola,05609020,280,3,3,2,2300000
Rua Abegoaria,05436170,686,4,4,6,5800000
Rua Miranda Montenegro,05412020,460,4,5,4,4800000
Avenida São Valério,05603010,550,3,6,6,3750000
Alto de Pinheiros,05462050,253,4,5,4,4100000
Rua Antonina,01255010,248,3,4,3,2400000
Jardim Guedala,05608020,431,3,4,4,3300000
Rua Anunze,05470010,410,3,4,3,4300000
Rua Dom Macário,04292000,110,2,3,2,600000
Rua Nicolau Jacob Filho,05012030,131,3,2,2,985000
Rua Décio Reis,05446010,600,4,5,4,5500000
Jardim Luzitânia,04030000,300,3,4,3,5250000
Rua Aurélia,05046000,117,4,1,2,790000
Rua Magalhães de Araújo,05611020,729,5,5,8,5500000
Rua Ernesto Nazaré,05462000,540,4,6,4,5000000
Rua Senador Otávio Mangabeira,05662000,350,5,6,5,2050000
Avenida Piassanguaba,04060000,560,6,4,6,2600000
Avenida Lineu de Paula Machado,05601000,500,4,4,6,3180000
Rua Janaúba,05679020,400,5,4,4,4000000
Avenida das Magnólias,05674000,550,4,5,4,5400000
Rua Puréus,05610000,960,4,8,20,4800000
Rua Olegário Mariano,05612000,670,4,6,8,8000000
Rua Dona Salwa Saigh Calfat,05691050,660,4,7,6,2500000
Cidade São Mateus,03961060,230,4,2,7,380000
Rua Décio Reis,05446010,430,4,6,4,5000000
Rua Enrico de Martino,05652010,770,5,5,4,5000000
Rua Pacobá,05679080,639,4,6,4,3500000
Rua Alemanha,01448010,300,3,5,4,7700000
Rua dos Tamanás,05444010,400,4,4,4,2950000
Rua Desembargador Ferreira França,05446050,595,4,5,8,9000000
Avenida Miruna,04084000,178,2,3,2,1890000
Paraíso,04103030,247,3,6,2,1500000
Rua das Açucenas,05673040,483,4,4,4,5400000
Rua Engenheiro Sá Rocha,05454020,580,4,5,5,4750000
Rua Professor Filadelfo Azevedo,04508010,275,3,4,7,3600000
Rua Umburanas,05464000,450,4,7,2,4200000
Alameda dos Guaiases,04079010,790,5,5,7,4300000
Rua Fernão do Porto,05617120,180,3,3,4,1180000
Rua Los Ângeles,04564030,290,4,3,2,1300000
Tucuruvi,02305000,210,3,4,4,954000
Rua Inhambú,04895500,260,3,5,2,1930000
Rua Doutor Manuel Carlos de Figueiredo Ferraz,05655000,430,4,5,3,3500000
Rua Cardoso de Almeida,05013000,350,4,5,5,2580000
Rua Conde D'Eu,04738010,500,4,4,6,4150000
Alameda Tirió,04061040,653,4,3,8,3390000
Rua Olegário Mariano,05612000,542,3,5,6,3200000
Rua Alaor Bronzone,05842010,130,3,2,2,430000
Rua Guararapes,05077050,426,3,5,7,6200000
Cidade Jardim,01453000,1057,5,7,7,26500000
Rua Endê,05449090,593,5,4,5,6400000
Rua Alves de Almeida,03378010,114,2,1,1,380000
Rua dos Tamanás,05444010,300,3,4,4,3500000
Rua Guilherme Moura,05449010,339,5,4,4,3100000
Rua Doutor Acácio Nogueira,01248040,500,3,5,6,3700000
Rua João Alexandre Rochadel,04565010,242,3,3,3,2250000
Jardim Leonor,02348170,349,3,4,6,3100000
Rua Canadá,01436000,675,4,5,6,27000000
Rua Gália,05602000,934,4,7,4,9000000
Rua José Cola Grossi,05658040,300,4,4,4,1500000
Rua Magalhães de Araújo,05611020,550,4,5,4,3600000
Rua Joaquim Nabuco,03050020,647,5,2,5,3400000
Rua Plínio Salgado,05537080,260,4,6,2,1279000
Avenida Comendador Adibo Ares,05613000,772,4,6,8,4100000
Rua Flávio Queirós Morais,01249030,454,3,5,5,2800000
Vila Bertioga,03181090,115,2,3,2,536000
Rua Urias de Figueiredo,04640057,697,4,5,6,4800000
Rua Guararapes,05077050,170,3,5,5,1880000
Rua Albertina de Oliveira Godinho,05605070,669,5,6,5,6300000
Jardim Paulista,01404000,380,3,3,5,6500000
Vila Cláudia,03180190,200,3,5,3,1485000
Alto de Pinheiros,05462050,397,4,3,4,3300000
Avenida Nossa Senhora da Assunção,05359000,140,3,2,2,850000
Butantã,05587155,480,3,4,5,2950000
Rua Aperca,05471010,610,3,3,5,3800000
Rua Desembargador Ferreira França,05446050,454,4,5,6,8000000
Praça Coronel Bonfim de Andrade,05608060,780,5,6,4,5000000
Alto de Pinheiros,05462050,418,4,5,3,4100000
Rua Professor Luciano Gualberto,05655010,1200,6,6,7,9000000
Vila Inah,05618090,180,3,6,3,800000
Rua Leonor Quadros,05691020,900,4,3,4,9000000
Rua Desembargador Ulisses Dória,05678070,565,4,6,5,4300000
Rua Doutor João Dalmácio Azevedo,05676010,1100,4,5,14,14000000
Rua Geórgia,04559010,280,2,4,3,1710000
Rua Almirante Soares Dutra,05654000,236,3,4,3,2900000
Rua Cardeal Cagliori,05454030,550,4,5,8,3350000
Rua dos Tamanás,05444010,110,1,1,3,3950000
Morumbi,05606010,377,5,5,6,1850000
Rua Aurélio Arrobas Martins,04789040,500,4,3,3,1900000
Rua Galofre,04116240,300,3,5,2,3600000
Avenida das Magnólias,05674000,482,4,6,6,2400000
Alto de Pinheiros,05462050,545,4,4,5,4100000
Rua Banibás,05460010,665,3,8,6,5900000
Rua Alemanha,01448010,550,4,5,4,15000000
Rua Laboriosa,05434060,390,4,4,3,3200000
Jardim Cordeiro,04640230,587,4,7,6,3200000
Rua Aurelia Perez Alvarez,04642020,780,5,4,6,4800000
Viaduto Santa Generosa,04004100,401,4,1,4,4250000
Rua Feliciano Maia,04503070,600,4,4,3,11000000
Rua Sampaio Viana,04004000,227,6,6,6,5900000
Jardim Guedala,05608020,680,4,2,4,4650000
Rua Tomé Portes,04623050,500,4,6,4,2500000
Rua Marechal,04738000,360,4,4,4,1800000
Rua Santa Cristina,01443020,210,2,1,1,3700000
Rua Polônia,01447000,667,5,4,3,10600000
Rua Aperca,05471010,944,6,7,8,7500000
Rua Eduardo,04650130,359,3,5,3,2700000
Rua Professor Luciano Gualberto,05655010,600,4,3,2,3500000
Rua dos Escultores,05469010,200,3,3,2,3000000
Rua Doutor Manoel Maria Tourinho,01236000,800,4,7,3,4500000
Rua Açaré,05463060,215,3,3,3,2240000
Rua Comendador Bichara Moherdauí,05614080,1000,3,4,4,5500000
Jardim Leonor,02348170,635,5,8,8,3800000
Viela Um,08490552,510,5,3,7,3200000
Rua Miralta,05460020,534,4,5,4,5500000
Avenida Olavo Egídio de Souza Aranha,03822000,180,2,3,8,450000
Rua General Fonseca Teles,01433020,430,4,7,4,7500000
Rua Zequinha de Abreu,08342030,415,4,2,6,2500000
Rua das Barcas,04641070,600,4,7,6,3300000
Rua Buarque,05618060,500,5,6,6,3500000
Jardim Leonor,02348170,400,4,5,3,2800000
Rua Carlos Pedrell,05571050,250,3,3,2,636000
Rua Demóstenes,02472120,253,3,3,4,1950000
Rua Conselheiro Zacarias,01429020,250,3,2,6,7000000
Rua Sílvio Portugal,01247060,600,4,4,2,4500000
Rua Professor Luciano Gualberto,05655010,600,5,5,6,5900000
Rua Pacobá,05679080,751,4,4,6,3500000
Rua Laura Vicuna,05454090,404,4,5,3,3030000
Vila Madalena,05444015,431,6,5,3,3300000
Rua Bacopari,05470030,415,5,6,4,3800000
Rua Prudente Correia,01450030,900,4,8,12,30000000
Rua Grécia,04911080,358,3,5,3,4000000
Rua Grécia,04911080,334,3,4,3,6400000
Avenida Diógenes Ribeiro de Lima,05458000,509,5,6,5,6500000
Rua Antônio Splendore,04788230,290,3,5,4,2050000
Rua Leonardo Nardez,04507100,240,3,2,2,3200000
Rua Sargento Gilberto Marcondes Machado,05683020,1005,4,5,10,6500000
Rua Inocêncio Nogueira,05676030,600,5,6,4,3800000
Cidade Jardim,01453000,920,5,5,10,5200000
Largo Mestre de Aviz,04031070,360,3,4,2,6000000
Rua Antônio de Gouveia Giudice,05460000,450,4,5,2,3450000
Rua François Clovet,05451140,350,3,2,4,3000000
Rua Sílvia Celeste de Campos,05462010,419,3,6,2,3800000
Rua Nebraska,04560010,337,3,4,4,4500000
Rua Evezu,05447160,243,3,3,4,1900000
Avenida Comendador Adibo Ares,05613000,450,4,5,6,1800000
Rua Joaquim Nabuco,03050020,160,3,4,4,2350000
Morumbi,05606010,650,3,3,5,3950000
Rua Alasca,01437020,651,5,6,8,20000000
Rua Comandante Ismael Guilherme,04031120,380,3,6,5,5500000
Rua Doutor Flávio Américo Maurano,05656020,500,4,6,3,3180000
Avenida George Saville Dodd,05608020,750,6,7,4,10500000
Avenida Pacaembu,01155000,405,4,3,4,4000000
Rua João Batista Cardoso,05449040,550,4,7,4,4500000
Rua Barajuba,05463040,350,4,4,4,3750000
Rua Jacunda,05679060,470,4,6,4,3800000
Rua Antônio de Macedo Soares,04607000,471,3,6,6,2800000
Rua Tingui,05620000,418,4,5,4,2850000
Jardim Guedala,05608020,563,4,5,6,2900000
Rua Carpina,05601020,735,5,5,7,14000000
Rua Coronel Mendonça,03409000,140,2,3,6,700000
Rua Muribeca,05676080,420,4,3,3,4000000
Jardim Everest,05601000,711,4,5,3,3500000
Jardim Guedala,05608020,497,3,5,4,3000000
Rua Doutor Alberto da Silveira,05671000,490,2,4,4,5880000
Rua Escócia,01450000,554,4,6,4,10400000
Praça Tcheco,05057080,140,3,3,3,950000
Rua Gonçalves Ferreira,08320050,120,2,1,2,380000
Fazenda Morumbi,05657000,534,6,7,7,4300000
Rua Acarituba,04713010,432,4,4,4,2900000
Rua Maracaibo,05601010,497,3,7,4,2490000
Rua Jurandá,05442070,280,2,3,2,2400000
Alto de Pinheiros,05462050,317,3,3,5,4900000
Alto de Pinheiros,05462050,420,5,5,4,4650000
Rua Capivarinhas,05458010,379,4,6,4,3900000
Vila Madalena,05444015,507,5,9,4,3600000
Praça Silveira Santos,05462080,490,4,4,5,3150000
Rua Campo Verde,01456010,880,6,7,10,15000000
Rua Luís Dib Zogaib,05613020,650,3,6,4,4000000
Rua Luís Dib Zogaib,05613020,740,4,6,6,5500000
Rua Campo Verde,01456010,590,4,4,4,7000000
Avenida Vicente Paiva,05617060,360,3,4,2,2800000
Rua Cuevas,05076050,650,4,6,6,3500000
Rua Murupi,05467040,536,3,4,4,5100000
Rua Bandeirante Sampaio Soares,05688050,850,6,11,4,10000000
Rua Desembargador Carneiro Lacerda,04031030,351,4,6,3,4250000
Avenida Ireré,04064000,271,4,4,3,1300000
Rua dos Manacás,05672040,570,4,6,4,3200000
Rua Veneza,01429010,420,4,4,2,3800000
Rua Francisco Assis Garrido,05844080,170,4,2,6,730000
Rua Décio Reis,05446010,281,4,3,4,2500000
Rua Dona Balduína,01251020,196,4,5,3,3200000
Rua Gregório Paes de Almeida,05450000,700,4,5,12,7000000
Rua Bernardino de Campos,04620000,340,3,4,5,2660000
Rua Comissário Gastão Moutinho,05654060,1000,4,6,6,5500000
Rua Professor Nicolau Moraes Barros,05439120,709,4,6,6,12500000
Rua Murajuba,05467010,439,4,5,4,4200000
Rua Barão da Passagem,05087000,390,3,3,3,2890000
Rua Fernandes Borges,04504030,984,5,6,6,8000000
Rua Pianú,05454050,560,6,6,8,3000000
Rua Araporé,05608000,443,4,4,7,2300000
Rua São Benedito,04735000,360,4,2,2,7500000
Rua Francisco Teles Dourado,04649040,293,4,4,4,1395000
Cidade Patriarca,03548000,63,2,3,2,330000
Rua Professor Miguel Maurício da Rocha,04622030,600,4,3,4,2400000
Rua Macau,04032020,480,4,5,5,4900000
Rua Raul Devesa,05012040,146,3,2,2,1150000
Rua Corumbá,01254020,380,4,6,4,6450000
Avenida Diógenes Ribeiro de Lima,05458000,439,3,5,6,3100000
Rua Barão de Campos Gerais,05684000,498,4,4,7,2500000
Rua Monsanto,05412030,400,4,5,6,2800000
Rua Doutor Jesuíno de Abreu,05662010,365,4,3,7,1400000
Rua dos Escultores,05469010,840,4,7,5,15000000
Morumbi,05606010,699,4,4,6,3300000
Rua Aramanaí,05450030,431,6,4,3,3300000
Avenida Moaci,04083000,380,3,6,4,1690000
Rua Enrico de Martino,05652010,520,4,7,3,2250000
Rua Laplace,04622000,320,5,7,6,3400000
Rua Helvídio Gouvêia,02407070,90,2,1,2,439998
Rua Noruega,01448020,877,4,6,8,15500000
Alto de Pinheiros,05462050,358,5,7,5,3500000
Praça Senador José Roberto Leite Penteado,05078020,330,4,2,4,2100000
Rua Sanharó,05611060,900,5,6,10,5800000
Rua Maestro Antão Fernandes,02526060,440,2,7,8,6800000
Rua Breno Pinheiro,05661000,460,4,4,4,1280000
Jardim Santa Maria,03576140,120,2,1,2,390000
Rua Ernesto Nazaré,05462000,650,3,4,3,3950000
Rua Cordeiro Galvão,05450020,400,4,4,3,3300000
Rua Pau,05471030,553,3,7,4,6750000
Rua Caramimuã,05454080,700,6,6,6,6890000
Rua Puréus,05610000,591,5,5,4,4500000
Rua Simpatia,05436020,600,4,5,5,3700000
Alto de Pinheiros,05462050,350,4,5,5,3900000
Rua Traipu,01235000,260,4,3,2,2200000
Avenida Bagiru,05469020,358,4,4,4,3350000
Rua Conselheiro Zacarias,01429020,420,4,5,6,6800000
Rua Rumaica,05057020,180,3,3,3,1650000
Rua Maestro Elias Lobo,01433000,500,6,3,5,4900000
Rua Santa Judite,05603020,630,3,4,3,5000000
Rua Gustavo Teixeira,01236010,420,4,3,6,3600000
Chácara Monte Alegre,04646030,440,4,3,8,3990000
Vila Morumbi,05688100,686,5,8,8,6000000
Rua Doutor Cristiano de Sousa,05658010,454,3,4,6,3800000
Rua Pascoal Vita,05445000,470,5,4,8,3500000
Rua Adalívia de Toledo,05683000,303,3,4,4,2700000
Alto de Pinheiros,05462050,522,5,6,12,5500000
Rua Tefé,01251050,510,4,3,2,2300000
Rua Guaçu,01256040,470,3,3,4,4200000
Rua José Clemente,01428020,400,2,6,6,6400000
Rua Itápolis,01245000,330,4,5,3,2970000
Rua Aquiramum,05446030,560,4,4,4,4500000
Rua Grumete Sandoval Santos,05654050,414,4,3,4,1490000
Rua Carangola,05609020,800,4,6,8,6100000
Parque Continental,05328000,300,4,2,3,1200000
Rua Comandante Ismael Guilherme,04031120,731,4,8,4,8000000
Jardim Leonor,02348170,594,4,4,7,2820000
Praça Silveira Santos,05462080,570,4,7,9,3290000
Rua Gibraltar,04755070,120,2,1,1,579000
Rua Ituiutaba,04211010,168,4,2,2,1290000
Rua Cássio Martins Vilaça,01249000,287,4,7,4,3000000
Jardim Guedala,05608020,542,4,4,6,2250000
Rua Janaúba,05679020,369,4,4,4,4350000
Alameda Uapixana,04085030,380,4,4,9,2820000
Jardim Europa,01449001,660,3,7,8,14000000
Rua Manuel de Góis,05604000,460,5,4,3,1800000
Rua Groenlândia,01434000,700,5,3,5,7500000
Rua Comendador Bichara Moherdauí,05614080,635,5,8,4,3800000
Rua Açaraí,05608040,689,6,4,8,4200000
Rua Boytac,05673080,550,4,3,6,5300000
Rua Doutor Carlos Norberto de Souza Aranha,05450010,760,6,4,6,8500000
Rua Manduri,01457020,350,3,5,4,5800000
Rua Luiz Galhanone,05654010,300,4,4,3,2597000
Rua Joaquim Cândido de Azevedo Marques,05688020,495,4,6,4,2100000
Rua José de Freitas Guimarães,01237010,400,3,4,4,2200000
Rua Luiz Galhanone,05654010,780,4,4,6,5000000
Rua Antônio de Gouveia Giudice,05460000,291,3,4,3,3900000
Rua Doutor Fausto de Almeida Prado Penteado,05678040,1643,4,5,10,4500000
Vila Sílvia,03820210,230,5,3,2,590000
Rua Manduri,01457020,400,4,3,3,6300000
Rua Paris,01257040,230,1,3,3,2200000
Rua Catalão,01255020,300,4,7,5,2500000
Fazenda Morumbi,05657000,648,5,6,2,2300000
Rua Timburiba,04119080,280,5,4,5,3000000
Jardim Guedala,05608020,523,4,5,7,3900000
Rua Managua,05601050,1000,5,8,7,10000000
Rua Breves,04645000,319,4,4,4,2100000
Jardim Morumbi,05693000,450,6,3,7,2600000
Rua Manuel de Góis,05604000,933,4,5,9,8500000
Rua Lino Coutinho,04207000,181,2,3,1,480000
Rua Dom João V,05075060,145,3,3,2,1175000
Travessa Antônio Augusto Monteiro de Barros Neto,05685030,106,2,1,2,600000
Rua Coronel Irlandino Sandoval,01457010,131,3,3,1,1850000
Rua Comandante Ismael Guilherme,04031120,540,4,4,4,8300000
Rua Eduardo de Magalhães,04355090,115,3,3,2,510000
Rua Jandiro Joaquim Pereira,05658000,242,3,3,4,1400000
Rua Inglaterra,01447020,314,3,1,3,5500000
Rua Caropá,05447000,192,3,3,2,1780000
Rua Doutor Tomás Alves,04017070,350,3,3,2,2500000
Rua Adamantina,04644220,771,4,4,6,8500000
Rua Sônia Ribeiro,04621010,600,4,5,4,4000000
Rua Montevidéu,05088060,231,4,5,2,3000000
Rua Correia de Almeida,04342080,240,3,3,3,990000
Rua Silveira Sampaio,05656010,650,4,6,8,3800000
Jardim Leonor,02348170,265,3,4,3,2200000
Rua Macau,04032020,500,3,4,3,5400000
Rua Tombadouro,04643040,632,4,5,6,8000000
Rua Doutor Manoel Maria Tourinho,01236000,380,3,4,3,2000000
Avenida Bagiru,05469020,471,4,5,4,2700000
Rua Bacopari,05470030,386,4,5,7,4500000
Alto de Pinheiros,05462050,445,4,5,4,4200000
Largo Mestre de Aviz,04031070,500,3,2,5,3850000
Rua Afonso Bandeira de Melo,04613060,110,2,2,2,1200000
Rua Olímpio Catão,01237030,390,4,5,5,3600000
Rua Catanduva,04836520,230,3,4,5,3350000
Rua Antônio de Andrade Rebelo,05692000,574,4,5,6,3800000
Pacaembu,01155000,468,4,5,3,2850000
Rua Manuel Ribeiro da Cruz,04716030,375,4,6,3,3500000
Vila Madalena,05444015,253,3,4,3,4400000
Rua Antônio de Gouveia Giudice,05460000,700,6,7,6,18000000
Praça Monteiro Lobato,05506030,364,5,4,4,2400000
Rua Bandim,05470040,350,11,8,10,2500000
Alto de Pinheiros,05462050,384,4,5,4,4900000
Bosque da Saúde,04142080,150,3,5,2,730000
Rua Carlos Rath,05462030,395,4,5,4,3000000
Jardim Guedala,05608020,670,4,4,6,2700000
Rua Pero Correia,04113040,320,6,4,8,1800000
Rua Doutor Cândido Espinheira,05004000,200,2,3,1,1100000
Vila Matilde,03541005,140,3,2,4,1150000
Rua Anunze,05470010,420,3,5,4,3800000
Rua França,03182070,952,3,7,10,22000000
Avenida Diógenes Ribeiro de Lima,05458000,255,4,6,3,3700000
Rua Murajuba,05467010,750,4,5,8,10000000
Rua Mateus Mendes Pereira,08275010,102,3,2,2,450000
Rua Alfredo Piragibe,05447010,464,5,7,3,2800000
Rua Itaquera,01246030,930,5,5,9,12000000
Rua Inglaterra,01447020,340,3,5,2,6599000
Cidade Jardim,01453000,500,4,2,5,3500000
Rua Murtinho Nobre,05502050,1181,8,10,20,4300000
Rua Coronel Bento Noronha,01443050,330,3,5,2,5600000
Jardim Leonor,02348170,450,4,6,6,3500000
Rua Irmã Carolina,03058040,255,3,2,7,1395000
Rua Damião da Silva,05630000,290,3,4,6,1000000
Rua Aperca,05471010,944,5,6,6,8000000
Rua Carangola,05609020,609,4,6,6,4000000
Vila Sílvia,03820210,62,2,5,1,245000
Cidade Jardim,01453000,855,4,6,8,4000000
Rua José Guilherme Guimarães Pedroso,04455400,137,3,2,6,560000
Jardim Europa,01449001,913,4,4,6,19000000
Jardim Guedala,05608020,1000,4,7,8,18000000
Rua Barajuba,05463040,309,4,4,6,5500000
Cidade Jardim,01453000,550,4,3,6,5500000
Jardim Cordeiro,04640230,605,3,6,6,2700000
Rua Levotti Grottera,05683040,800,4,5,9,9200000
Rua Professor Filadelfo Azevedo,04508010,540,3,6,4,8500000
Rua Corgie Assad Abdalla,05622010,291,4,1,4,1490000
Rua Euclídes de Andrade,05030030,80,2,2,2,990000
Rua Dona Balduína,01251020,450,4,4,5,3500000
Rua Sepetiba,05052000,226,3,3,2,1810000
Rua Berlioz,05467000,490,4,2,6,2800000
Avenida Piassanguaba,04060000,1040,6,12,10,3000000
Brooklin Paulista,04578000,243,3,3,3,1800000
